count : 421
359.824200 2892.000000
0.280200 2901.000000
0.730600 2904.000000
1.186500 2898.000000
1.653400 2903.000000
2.109400 2914.000000
2.559800 2916.000000
3.010300 2916.000000
3.482700 2915.000000
3.933100 2904.000000
6.218300 2901.000000
6.668700 2904.000000
7.135600 2929.000000
7.591600 2959.000000
8.042000 2947.000000
8.497900 2930.000000
8.948400 2924.000000
9.404300 2921.000000
9.854700 2932.000000
10.310700 2949.000000
10.761100 2956.000000
11.667500 2806.000000
12.123400 2798.000000
347.354700 3022.000000
347.794200 3017.000000
348.233600 2995.000000
348.667600 2984.000000
349.107100 2976.000000
349.546500 2964.000000
349.980500 2956.000000
350.419900 2950.000000
350.859400 2945.000000
351.276900 2935.000000
351.716300 2927.000000
352.155800 2931.000000
352.589700 2933.000000
353.029200 2931.000000
353.468600 2931.000000
353.902600 2930.000000
354.342000 2922.000000
354.776000 2908.000000
355.215500 2898.000000
355.654900 2895.000000
356.088900 2902.000000
356.528300 2905.000000
356.951300 2900.000000
357.385300 2893.000000
357.824700 2887.000000
358.264200 2889.000000
358.698100 2896.000000
359.137600 2897.000000
