count : 541
359.857200 2953.000000
0.263700 2945.000000
0.653700 2942.000000
1.060200 2948.000000
1.450200 2951.000000
1.856700 2952.000000
2.246700 2957.000000
2.653200 2961.000000
3.043200 2980.000000
3.449700 3008.000000
3.839700 3003.000000
6.229200 2984.000000
6.624800 2980.000000
7.031200 2990.000000
7.421300 3008.000000
7.827800 3029.000000
8.217800 3049.000000
8.624300 3033.000000
9.014300 2999.000000
9.420800 2999.000000
9.810800 3024.000000
10.217300 3023.000000
10.607300 3004.000000
11.013800 3008.000000
11.403800 3024.000000
11.810300 3034.000000
12.200300 3038.000000
12.606800 3035.000000
347.030600 3049.000000
347.420700 3036.000000
347.810700 3030.000000
348.200700 3025.000000
348.607200 3020.000000
348.997200 3018.000000
349.387200 3018.000000
349.777200 3014.000000
350.183700 3008.000000
350.573700 3004.000000
350.963700 3002.000000
351.359300 2998.000000
351.760300 2996.000000
352.155800 2992.000000
352.545800 2992.000000
352.935800 2993.000000
353.342300 2993.000000
353.732300 2986.000000
354.122300 2975.000000
354.512300 2971.000000
354.918800 2971.000000
355.308800 2977.000000
355.698900 2980.000000
356.088900 2978.000000
356.495400 2974.000000
356.885400 2966.000000
357.280900 2956.000000
357.670900 2952.000000
358.077400 2951.000000
358.467400 2951.000000
358.857400 2949.000000
359.247400 2946.000000
