count : 476
359.604500 2832.000000
0.011000 2837.000000
0.401000 2843.000000
0.796500 2834.000000
1.186500 2826.000000
1.593000 2833.000000
1.983000 2840.000000
2.373000 2852.000000
2.763100 2873.000000
3.169600 2887.000000
3.559600 2900.000000
3.949600 2912.000000
4.356100 2904.000000
4.746100 2896.000000
5.136100 2894.000000
5.526100 2888.000000
5.932600 2888.000000
6.328100 2884.000000
6.718100 2881.000000
7.108200 2883.000000
7.904700 3002.000000
8.294700 2993.000000
347.244900 2971.000000
347.640400 2962.000000
348.030400 2945.000000
348.420400 2927.000000
348.810400 2916.000000
349.200400 2914.000000
349.590500 2913.000000
349.980500 2909.000000
350.387000 2905.000000
350.777000 2901.000000
351.167000 2896.000000
351.562500 2890.000000
351.952500 2889.000000
352.342500 2886.000000
352.732500 2879.000000
353.122600 2881.000000
353.512600 2880.000000
353.902600 2870.000000
354.292600 2863.000000
354.682600 2860.000000
355.078100 2857.000000
355.479100 2853.000000
355.874600 2852.000000
356.264600 2855.000000
356.654700 2855.000000
357.061200 2849.000000
357.451200 2838.000000
357.841200 2834.000000
358.231200 2839.000000
358.637700 2840.000000
359.027700 2834.000000
359.417700 2829.000000
