#RPLIDAR SCAN DATA
#COUNT=437
#Angule	Distance	Quality
71.8726 790.0 188
72.2626 797.0 188
72.6691 803.0 188
73.0591 804.0 188
73.8721 785.0 188
74.2621 775.0 188
74.6686 789.0 188
76.6681 1318.0 188
78.2611 1619.0 188
78.6676 1617.0 188
83.4357 2696.0 188
83.8257 2694.0 188
84.2157 2675.0 188
84.6222 2649.0 188
86.9952 2857.0 188
89.7803 7552.0 188
91.7798 2851.0 188
94.1528 5418.0 188
94.5593 5391.0 188
94.9493 5360.0 188
96.1359 4942.0 188
96.5424 4943.0 188
96.9324 4949.0 188
98.9209 3752.0 188
99.3274 3676.0 188
99.7174 3666.0 188
100.1239 3665.0 188
100.5139 3678.0 188
100.9204 3687.0 188
101.3104 3663.0 188
104.4965 1530.0 188
104.8865 1532.0 188
105.2930 1535.0 188
105.6830 1541.0 188
107.2760 2873.0 188
107.6715 2878.0 188
108.0780 2888.0 188
108.4680 2895.0 188
108.8745 2898.0 188
109.2645 2906.0 188
109.6710 2919.0 188
110.0610 2933.0 188
110.4675 2941.0 188
112.4506 888.0 188
112.8406 888.0 188
114.4336 1033.0 188
114.8236 1033.0 188
115.2301 1039.0 188
116.8121 1644.0 188
117.2186 1633.0 188
117.6086 1620.0 188
118.0151 1619.0 188
118.7952 1590.0 188
119.2017 1553.0 188
119.5917 1541.0 188
119.9982 1536.0 188
121.5747 1415.0 188
123.1677 1161.0 188
123.5742 1153.0 188
123.9642 1143.0 188
124.3542 1147.0 188
129.1388 535.0 188
129.5453 536.0 188
129.9353 544.0 188
130.3418 554.0 188
133.1213 1257.0 188
133.5278 1261.0 188
133.9178 1269.0 188
134.7308 1293.0 188
172.5897 135.0 188
172.9962 134.0 188
176.5613 130.0 188
178.9178 124.0 188
179.3079 123.0 188
180.8899 124.0 188
181.2964 125.0 188
184.4330 125.0 188
186.4050 137.0 188
188.7781 145.0 188
189.1681 141.0 188
189.5581 142.0 188
199.1052 263.0 188
201.4948 344.0 188
214.6509 2254.0 188
215.0464 2236.0 188
216.6394 1204.0 188
217.0459 1198.0 188
217.4359 1194.0 188
217.8424 1206.0 188
221.0284 1240.0 188
221.4185 1265.0 188
221.8250 1266.0 188
222.2150 1282.0 188
222.6050 1299.0 188
223.0115 1303.0 188
223.4015 1310.0 188
223.7915 1325.0 188
224.1980 1341.0 188
224.5935 1345.0 188
225.0000 1343.0 188
225.3900 1354.0 188
225.7800 1370.0 188
226.1865 1374.0 188
226.5765 1369.0 188
226.9830 1378.0 188
229.3561 1466.0 188
229.7461 1476.0 188
230.1526 1492.0 188
230.9491 1598.0 188
231.3391 1610.0 188
231.7291 1631.0 188
232.1356 1644.0 188
232.5311 1656.0 188
235.3107 1830.0 188
235.7007 1836.0 188
236.1072 1837.0 188
236.9037 1921.0 188
237.2937 1937.0 188
237.7002 1961.0 188
238.0902 1974.0 188
238.4802 1989.0 188
238.8867 2012.0 188
239.2767 2039.0 188
240.0732 2023.0 188
245.6378 3290.0 188
246.0443 3286.0 188
246.4343 3281.0 188
246.8408 3273.0 188
247.2308 3262.0 188
247.6373 3258.0 188
248.0273 3252.0 188
248.4338 3243.0 188
248.8239 3233.0 188
249.2303 3223.0 188
249.6204 3216.0 188
250.0104 3207.0 188
250.4169 3180.0 188
251.6089 1248.0 188
253.2019 3184.0 188
253.9984 3391.0 188
257.1680 1386.0 188
257.5580 1384.0 188
257.9645 1382.0 188
259.9530 1917.0 188
260.3430 1919.0 188
260.7330 1924.0 188
266.2921 1358.0 188
266.6821 1362.0 188
267.0776 1369.0 188
267.4841 1376.0 188
269.0607 5259.0 188
269.4672 5258.0 188
271.0437 1262.0 188
271.8402 1280.0 188
272.2302 1299.0 188
272.6202 1306.0 188
273.0267 1313.0 188
273.4167 1318.0 188
273.8123 1326.0 188
274.2188 1333.0 188
274.6088 1345.0 188
277.3718 1357.0 188
277.7783 1361.0 188
278.1683 1360.0 188
278.5748 1360.0 188
278.9648 1357.0 188
279.3549 1354.0 188
279.7614 1359.0 188
280.1514 1364.0 188
280.5469 1364.0 188
282.1399 813.0 188
282.5299 817.0 188
282.9199 829.0 188
283.3264 844.0 188
283.7164 851.0 188
284.1064 852.0 188
284.5129 850.0 188
284.9030 846.0 188
285.3094 835.0 188
285.6995 822.0 188
286.1060 822.0 188
286.4960 834.0 188
286.9025 841.0 188
287.2925 840.0 188
287.6990 838.0 188
288.0890 838.0 188
288.4955 839.0 188
288.8855 838.0 188
289.2920 841.0 188
289.6875 848.0 188
290.0885 851.0 188
290.4840 857.0 188
290.8905 873.0 188
291.2805 884.0 188
291.6870 883.0 188
292.0770 874.0 188
292.4835 870.0 188
292.8735 878.0 188
294.0765 889.0 188
294.4666 892.0 188
294.8730 889.0 188
295.2631 881.0 188
295.6696 878.0 188
296.0596 880.0 188
296.4661 886.0 188
296.8561 893.0 188
297.2626 904.0 188
297.6526 914.0 188
298.0591 914.0 188
298.4491 914.0 188
298.8556 923.0 188
299.6521 921.0 188
300.0421 914.0 188
300.8386 938.0 188
301.2451 954.0 188
301.6406 941.0 188
302.0306 940.0 188
302.4371 953.0 188
302.8271 964.0 188
303.6237 969.0 188
304.4202 989.0 188
304.8102 1005.0 188
305.2167 998.0 188
305.6067 991.0 188
307.5897 2643.0 188
309.9792 1845.0 188
310.3748 1842.0 188
310.7812 1844.0 188
311.1713 1856.0 188
312.7643 1687.0 188
313.1543 1687.0 188
314.7473 2009.0 188
315.1373 2008.0 188
315.5438 2015.0 188
316.3403 2141.0 188
316.7303 2135.0 188
317.1368 2126.0 188
317.5269 2111.0 188
317.9333 2080.0 188
318.3234 2043.0 188
319.1199 2122.0 188
319.5264 2144.0 188
320.7294 2552.0 188
321.1249 2539.0 188
322.7344 2083.0 188
323.1244 2079.0 188
323.5309 2078.0 188
323.9209 2072.0 188
324.3274 2059.0 188
324.7174 2054.0 188
325.1239 2047.0 188
325.5304 2030.0 188
325.9204 2018.0 188
326.3269 2015.0 188
326.7169 2007.0 188
327.1234 1992.0 188
327.5134 1976.0 188
327.9199 1962.0 188
328.3264 1953.0 188
328.7164 1952.0 188
329.1229 1950.0 188
329.5129 1937.0 188
329.9194 1924.0 188
330.3094 1917.0 188
330.7159 1914.0 188
331.1224 1908.0 188
331.5125 1900.0 188
331.9189 1897.0 188
332.3090 1894.0 188
332.7155 1886.0 188
333.1219 1879.0 188
338.3075 2997.0 188
338.7030 3008.0 188
339.1040 3039.0 188
339.4995 3062.0 188
339.9060 3039.0 188
340.2960 2998.0 188
341.4990 2975.0 188
341.9055 2958.0 188
342.2955 2948.0 188
342.7020 2948.0 188
343.0920 2951.0 188
343.4985 2963.0 188
343.8885 2972.0 188
344.2950 2959.0 188
344.6851 2952.0 188
345.0916 2988.0 188
345.8881 2890.0 188
346.2946 2891.0 188
346.6846 2903.0 188
347.0911 2916.0 188
347.4811 2913.0 188
347.8876 2895.0 188
348.2776 2873.0 188
348.6841 2868.0 188
349.0906 2870.0 188
349.4806 2863.0 188
349.8871 2857.0 188
350.2936 2857.0 188
350.6836 2858.0 188
351.0901 2852.0 188
351.4966 2848.0 188
351.8866 2846.0 188
352.2931 2841.0 188
352.6996 2843.0 188
353.0896 2849.0 188
353.4961 2851.0 188
353.9026 2849.0 188
354.3091 2847.0 188
354.6991 2844.0 188
355.1056 2839.0 188
355.5121 2839.0 188
355.9021 2843.0 188
356.3086 2843.0 188
356.7151 2840.0 188
357.1051 2841.0 188
357.5116 2844.0 188
357.9181 2846.0 188
358.3246 2848.0 188
358.7146 2846.0 188
359.1211 2844.0 188
359.5276 2841.0 188
