#RPLIDAR SCAN DATA
#COUNT=541
#Angule	Distance	Quality
120.9814 380.0 188
121.3715 380.0 188
121.7780 380.0 188
122.1680 381.0 188
122.5580 381.0 188
122.9480 379.0 188
123.3545 380.0 188
124.1400 386.0 188
124.5300 393.0 188
124.9200 396.0 188
126.8866 1921.0 188
127.2766 1925.0 188
127.6831 1936.0 188
128.4686 2102.0 188
128.8586 2116.0 188
129.2487 2133.0 188
129.6552 2137.0 188
130.0452 2143.0 188
130.4352 2161.0 188
131.6217 2031.0 188
133.1873 1377.0 188
133.5938 1373.0 188
133.9838 1362.0 188
134.3738 1357.0 188
134.7638 1367.0 188
135.1538 1384.0 188
137.5269 1227.0 188
137.9169 1225.0 188
138.3124 1220.0 188
139.4989 1211.0 188
139.8889 1198.0 188
140.2789 1190.0 188
140.6689 1181.0 188
141.0590 1164.0 188
141.4490 1153.0 188
141.8555 1145.0 188
142.2455 1136.0 188
142.6355 1127.0 188
143.4210 1094.0 188
143.8110 1054.0 188
151.2762 1021.0 188
151.6718 1012.0 188
152.0618 1031.0 188
152.4683 1044.0 188
152.8583 1051.0 188
153.2483 1047.0 188
153.6383 1041.0 188
156.7969 428.0 188
157.1869 424.0 188
158.7634 393.0 188
171.3702 232.0 188
171.7603 234.0 188
173.7158 228.0 188
174.1058 219.0 188
175.2759 218.0 188
176.0614 212.0 188
177.2314 206.0 188
177.6215 205.0 188
178.0115 203.0 188
178.4015 204.0 188
178.7915 206.0 188
179.1870 207.0 188
179.9670 204.0 188
180.3571 202.0 188
180.7471 204.0 188
181.1371 205.0 188
181.5271 208.0 188
182.3071 207.0 188
183.4827 208.0 188
183.8727 214.0 188
200.7916 4371.0 188
201.1871 4380.0 188
201.5771 4403.0 188
205.1202 1573.0 188
205.5103 1588.0 188
205.9058 1620.0 188
206.3123 1644.0 188
210.2454 244.0 188
211.4209 238.0 188
211.8109 234.0 188
216.5460 1031.0 188
216.9360 1038.0 188
217.3260 1036.0 188
218.1226 1009.0 188
218.5126 993.0 188
219.2926 976.0 188
219.6826 952.0 188
220.0781 947.0 188
220.4791 951.0 188
220.8746 959.0 188
221.2646 958.0 188
221.6547 949.0 188
222.0447 940.0 188
222.4347 931.0 188
222.8247 917.0 188
223.2312 909.0 188
224.7968 908.0 188
225.1868 900.0 188
225.5768 888.0 188
225.9833 880.0 188
226.3733 878.0 188
226.7633 880.0 188
227.1533 871.0 188
227.5433 863.0 188
227.9333 869.0 188
228.3398 872.0 188
228.7299 864.0 188
229.1199 855.0 188
229.5154 850.0 188
229.9054 845.0 188
230.2954 843.0 188
230.6854 842.0 188
231.0919 838.0 188
231.4819 833.0 188
232.2620 818.0 188
233.8385 935.0 188
234.2340 932.0 188
234.6240 929.0 188
235.0140 930.0 188
235.4041 935.0 188
235.8105 944.0 188
236.2006 951.0 188
236.5906 953.0 188
236.9806 958.0 188
237.3706 962.0 188
238.5571 849.0 188
238.9526 844.0 188
245.6543 1249.0 188
246.0443 1248.0 188
246.8243 1235.0 188
247.2144 1224.0 188
247.6208 1221.0 188
248.0109 1211.0 188
248.4009 1202.0 188
248.7964 1201.0 188
249.2029 1203.0 188
251.5594 1808.0 188
252.7460 2005.0 188
253.1360 2006.0 188
255.1080 3103.0 188
255.4980 3097.0 188
260.6232 3072.0 188
261.0132 3036.0 188
261.4032 3019.0 188
261.8097 3032.0 188
266.1383 4031.0 188
266.5283 4016.0 188
268.8904 3159.0 188
270.8569 5502.0 188
271.2469 5499.0 188
271.6370 5497.0 188
272.0270 5499.0 188
272.4170 5500.0 188
272.8125 5500.0 188
273.2135 5503.0 188
273.6090 5508.0 188
274.7791 1822.0 188
275.1691 1823.0 188
275.5756 1828.0 188
279.4977 1163.0 188
282.2607 1864.0 188
282.6562 1866.0 188
285.4358 784.0 188
285.8258 786.0 188
286.2323 792.0 188
286.6223 798.0 188
287.0288 798.0 188
289.7919 1155.0 188
290.1984 1153.0 188
294.9500 813.0 188
295.7465 821.0 188
296.1365 825.0 188
296.5430 825.0 188
296.9330 840.0 188
297.7185 841.0 188
298.1085 838.0 188
298.4985 844.0 188
298.8885 844.0 188
299.2950 843.0 188
299.6851 841.0 188
300.0751 841.0 188
300.4651 841.0 188
300.8551 844.0 188
301.2451 850.0 188
301.6406 848.0 188
302.4371 860.0 188
302.8271 885.0 188
303.2172 891.0 188
303.6072 878.0 188
303.9972 867.0 188
304.7937 891.0 188
305.1837 909.0 188
305.5737 903.0 188
306.3593 927.0 188
306.7493 958.0 188
307.1558 960.0 188
307.5458 966.0 188
308.3258 964.0 188
308.7158 954.0 188
309.4958 967.0 188
309.9023 983.0 188
311.4679 1012.0 188
311.8579 1047.0 188
312.2644 1049.0 188
312.6544 1045.0 188
313.0444 1049.0 188
313.4344 1043.0 188
314.2310 1049.0 188
314.6210 1070.0 188
315.0110 1070.0 188
315.8075 1079.0 188
316.2030 1086.0 188
316.5930 1078.0 188
317.3895 1100.0 188
318.5760 1129.0 188
318.9661 1145.0 188
319.3561 1154.0 188
319.7461 1147.0 188
320.5426 1163.0 188
320.9326 1196.0 188
321.3281 1214.0 188
321.7291 1220.0 188
322.1246 1207.0 188
322.5146 1197.0 188
322.9047 1204.0 188
323.3112 1203.0 188
323.7012 1191.0 188
324.0912 1180.0 188
324.4812 1170.0 188
324.8877 1165.0 188
325.2777 1170.0 188
326.4642 1319.0 188
326.8542 1321.0 188
327.2498 1310.0 188
327.6398 1288.0 188
328.0463 1281.0 188
328.4363 1289.0 188
330.8093 2874.0 188
331.1993 2869.0 188
331.5894 2860.0 188
331.9958 2853.0 188
332.3859 2849.0 188
332.7759 2863.0 188
334.7644 2098.0 188
335.1544 2103.0 188
335.5609 2101.0 188
335.9509 2084.0 188
336.3409 2063.0 188
337.1375 1941.0 188
337.5275 1945.0 188
339.5105 3205.0 188
339.9060 3198.0 188
341.0925 2485.0 188
341.4990 2487.0 188
342.6691 2750.0 188
343.0756 2748.0 188
343.8721 2603.0 188
344.6521 2719.0 188
345.8386 3061.0 188
346.2341 3061.0 188
346.6241 3059.0 188
347.0306 3049.0 188
347.4207 3036.0 188
347.8107 3030.0 188
348.2007 3025.0 188
348.6072 3020.0 188
348.9972 3018.0 188
349.3872 3018.0 188
349.7772 3014.0 188
350.1837 3008.0 188
350.5737 3004.0 188
350.9637 3002.0 188
351.3593 2998.0 188
351.7603 2996.0 188
352.1558 2992.0 188
352.5458 2992.0 188
352.9358 2993.0 188
353.3423 2993.0 188
353.7323 2986.0 188
354.1223 2975.0 188
354.5123 2971.0 188
354.9188 2971.0 188
355.3088 2977.0 188
355.6989 2980.0 188
356.0889 2978.0 188
356.4954 2974.0 188
356.8854 2966.0 188
357.2809 2956.0 188
357.6709 2952.0 188
358.0774 2951.0 188
358.4674 2951.0 188
358.8574 2949.0 188
359.2474 2946.0 188
