count : 586
359.796800 2849.000000
0.197800 2850.000000
0.593300 2850.000000
0.983300 2845.000000
1.373300 2841.000000
1.779800 2842.000000
2.169800 2842.000000
2.559800 2839.000000
2.949800 2834.000000
3.356300 2836.000000
3.746300 2846.000000
4.136400 2850.000000
4.542800 2843.000000
4.932900 2846.000000
5.322900 2862.000000
5.718400 2869.000000
6.124900 2863.000000
6.514900 2866.000000
6.904900 2883.000000
7.311400 2887.000000
7.701400 2875.000000
8.091400 2876.000000
8.481400 2898.000000
8.871500 2909.000000
347.124000 2519.000000
347.530500 2529.000000
349.090600 2828.000000
349.870600 2924.000000
350.260600 2922.000000
350.656100 2929.000000
351.057100 2935.000000
351.452600 2920.000000
351.842700 2898.000000
352.232700 2885.000000
352.639200 2890.000000
353.029200 2896.000000
353.419200 2884.000000
353.809200 2870.000000
354.215700 2869.000000
354.605700 2875.000000
354.995700 2872.000000
355.402200 2864.000000
355.792200 2865.000000
356.182300 2867.000000
356.577800 2861.000000
356.984300 2855.000000
357.374300 2858.000000
357.764300 2865.000000
358.154300 2864.000000
358.560800 2856.000000
358.950800 2852.000000
359.340800 2850.000000
