count : 482
359.857200 2779.000000
0.247200 2787.000000
0.653700 2794.000000
1.043700 2795.000000
1.433700 2790.000000
1.823700 2786.000000
2.230200 2785.000000
2.620200 2789.000000
3.010300 2797.000000
3.405800 2804.000000
3.812300 2816.000000
4.592300 2941.000000
5.388800 2812.000000
5.778800 2817.000000
6.168800 2814.000000
347.217400 2864.000000
347.607400 2861.000000
347.997400 2850.000000
348.403900 2836.000000
348.793900 2827.000000
349.184000 2818.000000
349.574000 2817.000000
349.964000 2816.000000
350.354000 2809.000000
350.760500 2805.000000
351.156000 2804.000000
351.546000 2810.000000
351.936000 2815.000000
352.326000 2809.000000
352.716100 2804.000000
353.106100 2801.000000
353.512600 2794.000000
353.902600 2790.000000
354.292600 2792.000000
354.682600 2797.000000
355.078100 2801.000000
355.468100 2802.000000
355.874600 2801.000000
356.264600 2795.000000
356.654700 2792.000000
357.044700 2795.000000
357.434700 2794.000000
357.841200 2789.000000
358.231200 2786.000000
358.621200 2788.000000
359.011200 2787.000000
359.417700 2780.000000
