#RPLIDAR SCAN DATA
#COUNT=421
#Angule	Distance	Quality
296.5759 796.0 188
297.0154 796.0 188
297.4493 792.0 188
297.8888 792.0 188
298.3228 802.0 188
298.7787 808.0 188
299.2181 807.0 188
299.6521 819.0 188
300.0916 827.0 188
300.5310 823.0 188
300.9650 826.0 188
301.4044 837.0 188
301.8549 844.0 188
302.2943 843.0 188
303.1677 861.0 188
303.6072 882.0 188
304.0466 876.0 188
304.4971 871.0 188
304.9365 876.0 188
305.3705 884.0 188
305.8099 891.0 188
306.2494 894.0 188
306.6833 892.0 188
307.1228 889.0 188
307.5732 891.0 188
308.0127 900.0 188
308.4521 919.0 188
308.8861 937.0 188
309.3256 944.0 188
309.7650 945.0 188
310.2155 949.0 188
310.6384 947.0 188
311.0779 940.0 188
311.9513 969.0 188
312.3853 1005.0 188
312.8247 1007.0 188
313.2642 1003.0 188
313.6981 1003.0 188
314.1211 1003.0 188
314.5605 1001.0 188
315.0000 999.0 188
315.4340 993.0 188
315.8734 981.0 188
316.3074 967.0 188
316.7468 958.0 188
317.1863 956.0 188
319.7955 1122.0 188
320.6689 1099.0 188
321.0919 1073.0 188
321.5259 1062.0 188
324.1516 1959.0 188
325.4480 2269.0 188
325.8875 2253.0 188
326.3269 2180.0 188
326.7609 2157.0 188
327.2003 2132.0 188
327.6398 2150.0 188
328.0737 2189.0 188
329.3866 2595.0 188
329.8260 2598.0 188
330.2655 2618.0 188
331.5729 2382.0 188
332.0123 2375.0 188
332.4518 2357.0 188
332.8857 2335.0 188
334.2151 1688.0 188
335.5280 2263.0 188
335.9674 2259.0 188
336.4014 2253.0 188
336.8408 2247.0 188
337.2803 2242.0 188
337.7142 2238.0 188
338.1537 2227.0 188
338.5931 2211.0 188
339.0271 2208.0 188
339.4830 2211.0 188
341.2299 2502.0 188
342.1088 2376.0 188
342.9822 2462.0 188
344.2950 3035.0 188
344.7290 3028.0 188
345.1849 3032.0 188
345.6079 3033.0 188
346.0419 3006.0 188
346.4813 2993.0 188
346.9208 3006.0 188
347.3547 3022.0 188
347.7942 3017.0 188
348.2336 2995.0 188
348.6676 2984.0 188
349.1071 2976.0 188
349.5465 2964.0 188
349.9805 2956.0 188
350.4199 2950.0 188
350.8594 2945.0 188
351.2769 2935.0 188
351.7163 2927.0 188
352.1558 2931.0 188
352.5897 2933.0 188
353.0292 2931.0 188
353.4686 2931.0 188
353.9026 2930.0 188
354.3420 2922.0 188
354.7760 2908.0 188
355.2155 2898.0 188
355.6549 2895.0 188
356.0889 2902.0 188
356.5283 2905.0 188
356.9513 2900.0 188
357.3853 2893.0 188
357.8247 2887.0 188
358.2642 2889.0 188
358.6981 2896.0 188
359.1376 2897.0 188
